0.003142 0.000000
0.006283 53130.999512
0.009425 24200.899889
0.012566 39996.589092
0.015708 107857.684902
0.018850 48235.167681
0.021991 44358.312530
0.025133 39099.473204
0.028274 49374.377763
0.031416 41890.084660
0.034558 31463.798749
0.037699 29044.993479
0.040841 33033.902589
0.043982 29154.405815
0.047124 28939.870905
0.050265 28882.005779
0.053407 25726.334632
0.056549 23804.908692
0.059690 21864.710120
0.062832 22083.966100
0.065973 21219.799481
0.069115 19920.287188
0.072257 21261.422890
0.075398 18661.764642
0.078540 16802.614626
0.081681 17722.910805
0.084823 15113.859052
0.087965 15847.147624
0.091106 13828.092519
0.094248 13177.831926
0.097389 13006.608098
0.100531 12586.188697
0.103673 11930.162385
0.106814 12044.426426
0.109956 11059.722734
0.113097 11280.815833
0.116239 10874.801339
0.119381 10349.125032
0.122522 10321.694178
0.125664 9895.615652
0.128805 10141.503936
0.131947 9433.532944
0.135088 9651.425022
0.138230 9153.834885
0.141372 8880.175486
0.144513 8509.506775
0.147655 8604.904402
0.150796 7822.973297
0.153938 7764.359780
0.157080 7182.553228
0.160221 7490.962643
0.163363 7190.304336
0.166504 6921.560036
0.169646 7140.175762
0.172788 6690.843044
0.175929 6794.167404
0.179071 6801.608270
0.182212 6683.091703
0.185354 6375.348494
0.188496 6313.223245
0.191637 6200.245838
0.194779 5874.476868
0.197920 6088.566695
0.201062 5850.195100
0.204204 5856.092948
0.207345 5714.435448
0.210487 5708.346632
0.213628 5452.596440
0.216770 5559.072540
0.219911 5370.838639
0.223053 5347.645964
0.226195 5266.447597
0.229336 5185.579221
0.232478 5122.250994
0.235619 5046.406134
0.238761 4833.876361
0.241903 4894.917968
0.245044 4877.591403
0.248186 4847.548239
0.251327 4755.383810
0.254469 4763.090567
0.257611 4625.912192
0.260752 4580.213132
0.263894 4423.876758
0.267035 4432.480383
0.270177 4453.565660
0.273319 4329.690542
0.276460 4436.018369
0.279602 4263.528872
0.282743 4316.037197
0.285885 4075.532914
0.289027 4074.046133
0.292168 4106.564040
0.295310 4084.027820
0.298451 3988.370055
0.301593 4011.609290
0.304734 3980.735545
0.307876 4012.133650
0.311018 3935.108745
0.314159 3960.108538
0.317301 3772.729922
0.320442 3806.960574
0.323584 3826.916439
0.326726 3768.125660
0.329867 3764.453677
0.333009 3685.410935
0.336150 3769.531202
0.339292 3656.846581
0.342434 3666.189327
0.345575 3633.194966
0.348717 3611.342910
0.351858 3569.769751
0.355000 3595.446609
0.358142 3534.780306
0.361283 3461.650326
0.364425 3469.075072
0.367566 3458.402079
0.370708 3476.464682
0.373850 3408.652452
0.376991 3426.010252
0.380133 3448.264041
0.383274 3397.078028
0.386416 3406.680101
0.389557 3355.858290
0.392699 3336.550713
0.395841 3314.610936
0.398982 3347.282057
0.402124 3289.802618
0.405265 3256.450461
0.408407 3282.613667
0.411549 3257.191534
0.414690 3236.047042
0.417832 3268.822028
0.420973 3216.739465
0.424115 3146.263556
0.427257 3172.699256
0.430398 3149.184845
0.433540 3124.119812
0.436681 3160.621217
0.439823 3121.019517
0.442965 3158.993471
0.446106 3073.614197
0.449248 3097.831248
0.452389 3137.315798
0.455531 3086.442540
0.458673 3063.990993
0.461814 3080.857301
0.464956 3029.483774
0.468097 3054.329785
0.471239 3063.589690
0.474380 3025.832325
0.477522 2980.338123
0.480664 2986.343579
0.483805 2953.443090
0.486947 2961.697309
0.490088 2954.093023
0.493230 3002.946877
0.496372 2983.933646
0.499513 2953.251401
0.502655 2917.685871
0.505796 2947.616701
0.508938 2971.444010
0.512080 2921.144595
0.515221 2867.133892
0.518363 2894.405455
0.521504 2901.234210
0.524646 2831.686605
0.527788 2853.074252
0.530929 2824.432051
0.534071 2870.204504
0.537212 2854.308117
0.540354 2843.506000
0.543496 2854.358944
0.546637 2839.079698
0.549779 2847.878958
0.552920 2853.975823
0.556062 2804.549063
0.559203 2796.121451
0.562345 2797.920384
0.565487 2784.255421
0.568628 2812.106333
0.571770 2790.732804
0.574911 2766.861337
0.578053 2778.626911
0.581195 2770.348770
0.584336 2770.477964
0.587478 2751.821907
0.590619 2742.699014
0.593761 2777.977816
0.596903 2712.247718
0.600044 2700.289120
0.603186 2765.039266
0.606327 2718.022439
0.609469 2723.694697
0.612611 2740.129005
0.615752 2732.330925
0.618894 2748.065979
0.622035 2722.021501
0.625177 2742.958620
0.628319 2707.043280
0.631460 2688.779670
0.634602 2675.828222
0.637743 2704.575227
0.640885 2706.945068
