  4.71238898e-03             -nan            0
  7.85398163e-03   5.30638891e+04           18
  1.09955743e-02   2.42556593e+04            8
  1.41371669e-02   3.99706167e+04           54
  1.72787596e-02   1.07811454e+05           12
  2.04203522e-02   4.81648494e+04           86
  2.35619449e-02   4.43522093e+04           72
  2.67035376e-02   3.90016524e+04          138
  2.98451302e-02   4.92908322e+04           96
  3.29867229e-02   4.17549455e+04          254
  3.61283155e-02   3.14486218e+04          156
  3.92699082e-02   2.89983008e+04          294
  4.24115008e-02   3.29781823e+04          176
  4.55530935e-02   2.91388067e+04          426
  4.86946861e-02   2.88335418e+04          312
  5.18362788e-02   2.87038359e+04          450
  5.49778714e-02   2.56440846e+04          416
  5.81194641e-02   2.37763586e+04          726
  6.12610567e-02   2.16963837e+04          444
  6.44026494e-02   2.19758403e+04          806
  6.75442421e-02   2.11276309e+04          552
  7.06858347e-02   1.98212534e+04          906
  7.38274274e-02   2.11774520e+04          720
  7.69690200e-02   1.85301724e+04         1094
  8.01106127e-02   1.66518034e+04          876
  8.32522053e-02   1.75813580e+04         1302
  8.63937980e-02   1.49933823e+04         1064
  8.95353906e-02   1.56817416e+04         1434
  9.26769833e-02   1.36909102e+04         1104
  9.58185759e-02   1.30634153e+04         1518
  9.89601686e-02   1.28950814e+04         1556
  1.02101761e-01   1.24621345e+04         1782
  1.05243354e-01   1.18233756e+04         1524
  1.08384947e-01   1.19041142e+04         2198
  1.11526539e-01   1.08736194e+04         1728
  1.14668132e-01   1.11410030e+04         2442
  1.17809725e-01   1.07419347e+04         1800
  1.20951317e-01   1.02006558e+04         2558
  1.24092910e-01   1.01757792e+04         2268
  1.27234502e-01   9.75000959e+03         2766
  1.30376095e-01   9.96318160e+03         2504
  1.33517688e-01   9.25656424e+03         3210
  1.36659280e-01   9.49934024e+03         2544
  1.39800873e-01   8.97827344e+03         3438
  1.42942466e-01   8.71274371e+03         2900
  1.46084058e-01   8.38676598e+03         3702
  1.49225651e-01   8.42431704e+03         3312
  1.52367244e-01   7.64466301e+03         3818
  1.55508836e-01   7.55970580e+03         3552
  1.58650429e-01   7.03632981e+03         4482
  1.61792022e-01   7.34028713e+03         3848
  1.64933614e-01   7.03024621e+03         4758
  1.68075207e-01   6.75900335e+03         3996
  1.71216800e-01   6.93468712e+03         5070
  1.74358392e-01   6.53548910e+03         4640
  1.77499985e-01   6.64480470e+03         5322
  1.80641578e-01   6.60520896e+03         4536
  1.83783170e-01   6.54316467e+03         6014
  1.86924763e-01   6.14910065e+03         5148
  1.90066356e-01   6.15057416e+03         6078
  1.93207948e-01   6.05230011e+03         5280
  1.96349541e-01   5.73589190e+03         6866
  1.99491134e-01   5.90130657e+03         5904
  2.02632726e-01   5.66001741e+03         6702
  2.05774319e-01   5.70963779e+03         6404
  2.08915911e-01   5.53986045e+03         7398
  2.12057504e-01   5.52515780e+03         6852
  2.15199097e-01   5.25722053e+03         7902
  2.18340689e-01   5.42025019e+03         6992
  2.21482282e-01   5.19862343e+03         8202
  2.24623875e-01   5.14935916e+03         7656
  2.27765467e-01   5.08160300e+03         8798
  2.30907060e-01   5.00022886e+03         7908
  2.34048653e-01   4.94387844e+03         9246
  2.37190245e-01   4.88831342e+03         8304
  2.40331838e-01   4.64289455e+03         9962
  2.43473431e-01   4.70607510e+03         8664
  2.46615023e-01   4.71461575e+03        10086
  2.49756616e-01   4.65424350e+03         9596
  2.52898209e-01   4.54128623e+03        10638
  2.56039801e-01   4.55826792e+03         9750
  2.59181394e-01   4.42112253e+03        11700
  2.62322987e-01   4.40682757e+03        10358
  2.65464579e-01   4.26236429e+03        11604
  2.68606172e-01   4.26181334e+03        10998
  2.71747765e-01   4.29804454e+03        12464
  2.74889357e-01   4.16687113e+03        11394
  2.78030950e-01   4.23989904e+03        12648
  2.81172542e-01   4.11719421e+03        12630
  2.84314135e-01   4.14840558e+03        13316
  2.87455728e-01   3.90915966e+03        12366
  2.90597320e-01   3.90894143e+03        13752
  2.93738913e-01   3.96487629e+03        13202
  2.96880506e-01   3.90697942e+03        14304
  3.00022098e-01   3.85034698e+03        13926
  3.03163691e-01   3.82948931e+03        15140
  3.06305284e-01   3.83618283e+03        14646
  3.09446876e-01   3.81013790e+03        15804
  3.12588469e-01   3.75811726e+03        14934
  3.15730062e-01   3.78327309e+03        16808
  3.18871654e-01   3.61816566e+03        15378
  3.22013247e-01   3.63816961e+03        16872
  3.25154840e-01   3.63337386e+03        16454
  3.28296432e-01   3.57736585e+03        17796
  3.31438025e-01   3.58683130e+03        16830
  3.34579618e-01   3.52185716e+03        18624
  3.37721210e-01   3.61793276e+03        17690
  3.40862803e-01   3.51156353e+03        18744
  3.44004396e-01   3.48991582e+03        18006
  3.47145988e-01   3.46917830e+03        19676
  3.50287581e-01   3.45327147e+03        19134
  3.53429174e-01   3.40718330e+03        20160
  3.56570766e-01   3.41508462e+03        20298
  3.59712359e-01   3.36716175e+03        21128
  3.62853951e-01   3.33943969e+03        19674
  3.65995544e-01   3.31261537e+03        22392
  3.69137137e-01   3.29396068e+03        21110
  3.72278729e-01   3.34361137e+03        22380
  3.75420322e-01   3.28092997e+03        21630
  3.78561915e-01   3.24628779e+03        24072
  3.81703507e-01   3.27928515e+03        22514
  3.84845100e-01   3.22008631e+03        24120
  3.87986693e-01   3.25329282e+03        23046
  3.91128285e-01   3.19156894e+03        25508
  3.94269878e-01   3.18092748e+03        23982
  3.97411471e-01   3.15836716e+03        24888
  4.00553063e-01   3.18725806e+03        25698
  4.03694656e-01   3.13669737e+03        25856
  4.06836249e-01   3.09864515e+03        25878
  4.09977841e-01   3.11526162e+03        28212
  4.13119434e-01   3.09976760e+03        26606
  4.16261027e-01   3.08315846e+03        27708
  4.19402619e-01   3.08328733e+03        27126
  4.22544212e-01   3.05456469e+03        29784
  4.25685805e-01   2.99055395e+03        27338
  4.28827397e-01   3.01141610e+03        30144
  4.31968990e-01   3.00088766e+03        29694
  4.35110583e-01   2.98760396e+03        30932
  4.38252175e-01   3.03230469e+03        29190
  4.41393768e-01   2.98029291e+03        32016
  4.44535360e-01   3.01756487e+03        30354
  4.47676953e-01   2.91353839e+03        32216
  4.50818546e-01   2.95191245e+03        31494
  4.53960138e-01   2.97371959e+03        34236
  4.57101731e-01   2.94023096e+03        32054
