0.004712 0.000000
0.007854 100743.911259
0.010996 52803.438157
0.014137 79915.551712
0.017279 207735.136321
0.020420 96981.459881
0.023562 90937.088615
0.026704 81161.484335
0.029845 99962.079145
0.032987 84683.006264
0.036128 66576.607175
0.039270 57764.816095
0.042412 66903.969837
0.045553 60137.786986
0.048695 57920.360283
0.051836 58217.740522
0.054978 52681.664518
0.058119 47644.113855
0.061261 43848.981431
0.064403 43889.140637
0.067544 42676.471653
0.070686 38683.309506
0.073827 42903.060785
0.076969 36841.077940
0.080111 33467.432482
0.083252 34758.211570
0.086394 30748.133145
0.089535 31319.400447
0.092677 27745.173838
0.095819 25384.475914
0.098960 25548.370634
0.102102 24105.466618
0.105243 23618.722158
0.108385 23891.401619
0.111527 22042.794418
0.114668 22939.785994
0.117810 21929.824843
0.120951 20492.136873
0.124093 21032.989022
0.127235 19437.790366
0.130376 20341.367166
0.133518 19105.210543
0.136659 19084.114880
0.139801 18190.715946
0.142942 17528.096090
0.146084 16498.293864
0.149226 17030.019703
0.152367 15394.648309
0.155509 16001.047441
0.158650 15025.047241
0.161792 15334.109063
0.164934 14668.169098
0.168075 14179.604881
0.171217 14581.375960
0.174358 14418.831749
0.177500 14378.551249
0.180642 14199.057800
0.183783 14363.736775
0.186925 13399.710971
0.190066 13337.546022
0.193208 13359.592483
0.196350 13012.959029
0.199491 13213.926726
0.202633 13206.450432
0.205774 13011.246499
0.208916 12406.160968
0.212058 12999.054504
0.215199 12514.101854
0.218341 12905.862523
0.221482 12226.423178
0.224624 11845.203726
0.227765 11638.524815
0.230907 11215.683632
0.234049 11725.582590
0.237190 11186.415006
0.240332 11190.327525
0.243473 10890.518684
0.246615 11498.898903
0.249757 11018.302499
0.252898 10599.328527
0.256040 10942.160186
0.259181 11225.610680
0.262323 10959.753018
0.265465 11000.664705
0.268606 11292.208482
0.271748 11146.831947
0.274889 11015.129286
0.278031 10739.808012
0.281173 10588.064137
0.284314 10872.797805
0.287456 10211.977255
0.290597 10231.314505
0.293739 10063.114173
0.296881 10251.965968
0.300022 10255.525409
0.303164 10512.560972
0.306305 9964.739000
0.309447 9885.656969
0.312588 9781.372393
0.315730 10436.227381
0.318872 8446.381471
0.322013 8989.041061
0.325155 8883.319842
0.328296 8999.928317
0.331438 10330.246120
0.334580 10796.598512
0.337721 8092.820331
0.340863 10403.752566
0.344004 13717.824149
0.347146 2199.885778
0.350288 0.000000
