4.71238898e-03  0.0
7.85398163e-03  1.00743911e+05
1.09955743e-02  5.28034382e+04
1.41371669e-02  7.99155517e+04
1.72787596e-02  2.07735136e+05
2.04203522e-02  9.69814599e+04
2.35619449e-02  9.09370886e+04
2.67035376e-02  8.11614843e+04
2.98451302e-02  9.99620791e+04
3.29867229e-02  8.46830063e+04
3.61283155e-02  6.65766072e+04
3.92699082e-02  5.77648161e+04
4.24115008e-02  6.69039698e+04
4.55530935e-02  6.01377870e+04
4.86946861e-02  5.79203603e+04
5.18362788e-02  5.82177405e+04
5.49778714e-02  5.26816645e+04
5.81194641e-02  4.76441139e+04
6.12610567e-02  4.38489814e+04
6.44026494e-02  4.38891406e+04
6.75442421e-02  4.26764717e+04
7.06858347e-02  3.86833095e+04
7.38274274e-02  4.29030608e+04
7.69690200e-02  3.68410779e+04
8.01106127e-02  3.34674325e+04
8.32522053e-02  3.47582116e+04
8.63937980e-02  3.07481331e+04
8.95353906e-02  3.13194004e+04
9.26769833e-02  2.77451738e+04
9.58185759e-02  2.53844759e+04
9.89601686e-02  2.55483706e+04
1.02101761e-01  2.41054666e+04
1.05243354e-01  2.36187222e+04
1.08384947e-01  2.38914016e+04
1.11526539e-01  2.20427944e+04
1.14668132e-01  2.29397860e+04
1.17809725e-01  2.19298248e+04
1.20951317e-01  2.04921369e+04
1.24092910e-01  2.10329890e+04
1.27234502e-01  1.94377904e+04
1.30376095e-01  2.03413672e+04
1.33517688e-01  1.91052105e+04
1.36659280e-01  1.90841149e+04
1.39800873e-01  1.81907159e+04
1.42942466e-01  1.75280961e+04
1.46084058e-01  1.64982939e+04
1.49225651e-01  1.70300197e+04
1.52367244e-01  1.53946483e+04
1.55508836e-01  1.60010474e+04
1.58650429e-01  1.50250472e+04
1.61792022e-01  1.53341091e+04
1.64933614e-01  1.46681691e+04
1.68075207e-01  1.41796049e+04
1.71216800e-01  1.45813760e+04
1.74358392e-01  1.44188317e+04
1.77499985e-01  1.43785512e+04
1.80641578e-01  1.41990578e+04
1.83783170e-01  1.43637368e+04
1.86924763e-01  1.33997110e+04
1.90066356e-01  1.33375460e+04
1.93207948e-01  1.33595925e+04
1.96349541e-01  1.30129590e+04
1.99491134e-01  1.32139267e+04
2.02632726e-01  1.32064504e+04
2.05774319e-01  1.30112465e+04
2.08915911e-01  1.24061610e+04
2.12057504e-01  1.29990545e+04
2.15199097e-01  1.25141019e+04
2.18340689e-01  1.29058625e+04
2.21482282e-01  1.22264232e+04
2.24623875e-01  1.18452037e+04
2.27765467e-01  1.16385248e+04
2.30907060e-01  1.12156836e+04
2.34048653e-01  1.17255826e+04
2.37190245e-01  1.11864150e+04
2.40331838e-01  1.11903275e+04
2.43473431e-01  1.08905187e+04
2.46615023e-01  1.14988989e+04
2.49756616e-01  1.10183025e+04
2.52898209e-01  1.05993285e+04
2.56039801e-01  1.09421602e+04
2.59181394e-01  1.12256107e+04
2.62322987e-01  1.09597530e+04
2.65464579e-01  1.10006647e+04
2.68606172e-01  1.12922085e+04
2.71747765e-01  1.11468319e+04
2.74889357e-01  1.10151293e+04
2.78030950e-01  1.07398080e+04
2.81172542e-01  1.05880641e+04
2.84314135e-01  1.08727978e+04
2.87455728e-01  1.02119773e+04
2.90597320e-01  1.02313145e+04
2.93738913e-01  1.00631142e+04
2.96880506e-01  1.02519660e+04
3.00022098e-01  1.02555254e+04
3.03163691e-01  1.05125610e+04
3.06305284e-01  9.96473900e+03
3.09446876e-01  9.88565697e+03
3.12588469e-01  9.78137239e+03
3.15730062e-01  1.04362274e+04
3.18871654e-01  8.44638147e+03
3.22013247e-01  8.98904106e+03
3.25154840e-01  8.88331984e+03
3.28296432e-01  8.99992832e+03
3.31438025e-01  1.03302461e+04
3.34579618e-01  1.07965985e+04
3.37721210e-01  8.09282033e+03
3.40862803e-01  1.04037526e+04
3.44004396e-01  1.37178241e+04
3.47145988e-01  2.19988578e+03
3.50287581e-01  0.0
